x,y
3.151,-0.021
3.152,-0.04
3.153,-0.048
3.154,-0.034
3.155,-0.047
3.156,-0.081
3.157,-0.045
3.158,-0.017
3.159,-0.035
3.16,-0.015
3.161,-0.01
3.162,-0.049
3.163,-0.041
3.164,-0.032
3.165,-0.046
3.166,-0.03
3.167,-0.019
3.168,-0.029
3.169,-0.051
3.17,-0.067
3.171,-0.058
3.172,-0.051
3.173,-0.077
3.174,-0.075
3.175,-0.07
3.176,-0.103
3.177,-0.099
3.178,-0.08
3.179,-0.081
3.18,-0.073
3.181,-0.075
3.182,-0.068
3.183,-0.071
3.184,-0.076
3.185,-0.07
3.186,-0.088
3.187,-0.091
3.188,-0.08
3.189,-0.081
3.19,-0.101
3.191,-0.105
3.192,-0.102
3.193,-0.104
3.194,-0.101
3.195,-0.113
3.196,-0.12
3.197,-0.111
3.198,-0.119
3.199,-0.121
3.2,-0.104
3.201,-0.103
3.202,-0.107
3.203,-0.11
3.204,-0.113
3.205,-0.109
3.206,-0.106
3.207,-0.119
3.208,-0.12
3.209,-0.12
3.21,-0.128
3.211,-0.13
3.212,-0.133
3.213,-0.135
3.214,-0.134
3.215,-0.136
3.216,-0.147
3.217,-0.141
3.218,-0.144
3.219,-0.147
3.22,-0.13
3.221,-0.121
3.222,-0.12
3.223,-0.122
3.224,-0.129
3.225,-0.131
3.226,-0.124
3.227,-0.132
3.228,-0.133
3.229,-0.142
3.23,-0.147
3.231,-0.134
3.232,-0.136
3.233,-0.142
3.234,-0.151
3.235,-0.15
3.236,-0.154
3.237,-0.146
3.238,-0.127
3.239,-0.136
3.24,-0.137
3.241,-0.137
3.242,-0.147
3.243,-0.144
3.244,-0.138
3.245,-0.126
3.246,-0.128
3.247,-0.139
3.248,-0.127
3.249,-0.132
3.25,-0.124
3.251,-0.113
3.252,-0.156
3.253,-0.164
3.254,-0.149
3.255,-0.149
3.256,-0.16
3.257,-0.172
3.258,-0.138
3.259,-0.111
3.26,-0.126
3.261,-0.133
3.262,-0.12
3.263,-0.122
3.264,-0.133
3.265,-0.138
3.266,-0.128
3.267,-0.135
3.268,-0.144
3.269,-0.118
3.27,-0.114
3.271,-0.135
3.272,-0.15
3.273,-0.161
3.274,-0.152
3.275,-0.141
3.276,-0.141
3.277,-0.136
3.278,-0.143
3.279,-0.153
3.28,-0.141
3.281,-0.131
3.282,-0.134
3.283,-0.132
3.284,-0.14
3.285,-0.141
3.286,-0.119
3.287,-0.115
3.288,-0.126
3.289,-0.131
3.29,-0.132
3.291,-0.132
3.292,-0.135
3.293,-0.129
3.294,-0.127
3.295,-0.138
3.296,-0.128
3.297,-0.117
3.298,-0.121
3.299,-0.132
3.3,-0.135
3.301,-0.126
3.302,-0.118
3.303,-0.101
3.304,-0.105
3.305,-0.106
3.306,-0.107
3.307,-0.134
3.308,-0.135
3.309,-0.118
3.31,-0.11
3.311,-0.132
3.312,-0.151
3.313,-0.143
3.314,-0.126
3.315,-0.128
3.316,-0.147
3.317,-0.136
3.318,-0.122
3.319,-0.104
3.32,-0.113
3.321,-0.132
3.322,-0.127
3.323,-0.146
3.324,-0.115
3.325,-0.088
3.326,-0.111
3.327,-0.122
3.328,-0.134
3.329,-0.108
3.33,-0.098
3.331,-0.118
3.332,-0.108
3.333,-0.129
3.334,-0.132
3.335,-0.105
3.336,-0.119
3.337,-0.113
3.338,-0.108
3.339,-0.112
3.34,-0.116
3.341,-0.143
3.342,-0.13
3.343,-0.094
3.344,-0.086
3.345,-0.079
3.346,-0.088
3.347,-0.104
3.348,-0.105
3.349,-0.104
3.35,-0.101
3.351,-0.107
3.352,-0.123
3.353,-0.119
3.354,-0.113
3.355,-0.114
3.356,-0.105
3.357,-0.107
3.358,-0.12
3.359,-0.117
3.36,-0.098
3.361,-0.099
3.362,-0.115
3.363,-0.088
3.364,-0.066
3.365,-0.086
3.366,-0.089
3.367,-0.065
3.368,-0.086
3.369,-0.105
3.37,-0.088
3.371,-0.108
3.372,-0.106
3.373,-0.088
3.374,-0.09
3.375,-0.096
3.376,-0.097
3.377,-0.105
3.378,-0.107
3.379,-0.086
3.38,-0.096
3.381,-0.092
3.382,-0.071
3.383,-0.073
3.384,-0.087
3.385,-0.1
3.386,-0.094
3.387,-0.085
3.388,-0.08
3.389,-0.088
3.39,-0.102
3.391,-0.102
3.392,-0.098
3.393,-0.099
3.394,-0.096
3.395,-0.101
3.396,-0.101
3.397,-0.084
3.398,-0.079
3.399,-0.092
3.4,-0.085
3.401,-0.072
3.402,-0.086
3.403,-0.081
3.404,-0.071
3.405,-0.074
3.406,-0.073
3.407,-0.086
3.408,-0.096
3.409,-0.099
3.41,-0.105
3.411,-0.091
3.412,-0.086
3.413,-0.095
3.414,-0.079
3.415,-0.067
3.416,-0.077
3.417,-0.089
3.418,-0.096
3.419,-0.081
3.42,-0.076
3.421,-0.086
3.422,-0.102
3.423,-0.108
3.424,-0.106
3.425,-0.097
3.426,-0.059
3.427,-0.052
3.428,-0.059
3.429,-0.064
3.43,-0.064
3.431,-0.039
3.432,-0.05
3.433,-0.072
3.434,-0.054
3.435,-0.05
3.436,-0.054
3.437,-0.043
3.438,-0.049
3.439,-0.055
3.44,-0.051
3.441,-0.051
3.442,-0.059
3.443,-0.052
3.444,-0.05
3.445,-0.045
3.446,-0.05
3.447,-0.08
3.448,-0.074
3.449,-0.07
3.45,-0.072
3.451,-0.064
3.452,-0.07
3.453,-0.077
3.454,-0.083
3.455,-0.07
3.456,-0.064
3.457,-0.062
3.458,-0.033
3.459,-0.022
3.46,-0.035
3.461,-0.043
3.462,-0.048
3.463,-0.057
3.464,-0.068
3.465,-0.086
3.466,-0.068
3.467,-0.053
3.468,-0.074
3.469,-0.088
3.47,-0.098
3.471,-0.097
3.472,-0.105
3.473,-0.122
3.474,-0.127
3.475,-0.1
3.476,-0.092
3.477,-0.105
3.478,-0.109
3.479,-0.115
3.48,-0.108
3.481,-0.109
3.482,-0.112
3.483,-0.113
3.484,-0.122
3.485,-0.116
3.486,-0.12
3.487,-0.136
3.488,-0.135
3.489,-0.142
3.49,-0.15
3.491,-0.153
3.492,-0.163
3.493,-0.172
3.494,-0.173
3.495,-0.166
3.496,-0.161
3.497,-0.161
3.498,-0.159
3.499,-0.158
3.5,-0.157
3.501,-0.154
3.502,-0.151
3.503,-0.155
3.504,-0.164
3.505,-0.155
3.506,-0.159
3.507,-0.164
3.508,-0.155
3.509,-0.162
3.51,-0.166
3.511,-0.169
3.512,-0.172
3.513,-0.174
3.514,-0.175
3.515,-0.174
3.516,-0.176
3.517,-0.174
3.518,-0.176
3.519,-0.175
3.52,-0.157
3.521,-0.149
3.522,-0.157
3.523,-0.161
3.524,-0.166
3.525,-0.158
3.526,-0.156
3.527,-0.161
3.528,-0.163
3.529,-0.163
3.53,-0.164
3.531,-0.163
3.532,-0.157
3.533,-0.15
3.534,-0.165
3.535,-0.184
3.536,-0.168
3.537,-0.169
3.538,-0.163
3.539,-0.157
3.54,-0.177
3.541,-0.19
3.542,-0.181
3.543,-0.158
3.544,-0.181
3.545,-0.204
3.546,-0.209
3.547,-0.234
3.548,-0.244
3.549,-0.255
3.55,-0.282
3.551,-0.294
3.552,-0.316
3.553,-0.327
3.554,-0.308
3.555,-0.325
3.556,-0.348
3.557,-0.34
3.558,-0.329
3.559,-0.33
3.56,-0.338
3.561,-0.312
3.562,-0.272
3.563,-0.251
3.564,-0.239
3.565,-0.207
3.566,-0.176
3.567,-0.153
3.568,-0.115
3.569,-0.083
3.57,-0.052
3.571,-0.03
3.572,0.004
3.573,0.07
3.574,0.139
3.575,0.183
3.576,0.222
3.577,0.263
3.578,0.298
3.579,0.329
3.58,0.345
3.581,0.356
3.582,0.358
3.583,0.367
3.584,0.361
3.585,0.352
3.586,0.344
3.587,0.349
3.588,0.332
3.589,0.288
3.59,0.253
3.591,0.207
3.592,0.175
3.593,0.146
3.594,0.124
3.595,0.109
3.596,0.124
3.597,0.143
3.598,0.153
3.599,0.147
3.6,0.109
3.601,0.091
3.602,0.107
3.603,0.102
3.604,0.076
3.605,0.064
3.606,0.033
3.607,0.008
3.608,0.017
3.609,-0.015
3.61,-0.068
3.611,-0.084
3.612,-0.104
3.613,-0.122
3.614,-0.133
3.615,-0.152
3.616,-0.16
3.617,-0.172
3.618,-0.194
3.619,-0.212
3.62,-0.233
3.621,-0.274
3.622,-0.328
3.623,-0.31
3.624,-0.322
3.625,-0.398
3.626,-0.425
3.627,-0.439
3.628,-0.449
3.629,-0.464
3.63,-0.482
3.631,-0.488
3.632,-0.506
3.633,-0.557
3.634,-0.585
3.635,-0.565
3.636,-0.555
3.637,-0.557
3.638,-0.571
3.639,-0.584
3.64,-0.597
3.641,-0.622
3.642,-0.622
3.643,-0.617
3.644,-0.616
3.645,-0.627
3.646,-0.617
3.647,-0.578
3.648,-0.586
3.649,-0.595
3.65,-0.581
3.651,-0.556
3.652,-0.529
3.653,-0.512
3.654,-0.49
3.655,-0.475
3.656,-0.453
3.657,-0.425
3.658,-0.436
3.659,-0.413
3.66,-0.354
3.661,-0.345
3.662,-0.334
3.663,-0.314
3.664,-0.319
3.665,-0.321
3.666,-0.31
3.667,-0.296
3.668,-0.289
3.669,-0.286
3.67,-0.277
3.671,-0.275
3.672,-0.266
3.673,-0.266
3.674,-0.268
3.675,-0.267
3.676,-0.259
3.677,-0.247
3.678,-0.258
3.679,-0.257
3.68,-0.249
3.681,-0.224
3.682,-0.209
3.683,-0.221
3.684,-0.234
3.685,-0.239
3.686,-0.226
3.687,-0.231
3.688,-0.226
3.689,-0.215
3.69,-0.215
3.691,-0.198
3.692,-0.216
3.693,-0.243
3.694,-0.241
3.695,-0.239
3.696,-0.228
3.697,-0.231
3.698,-0.238
3.699,-0.222
3.7,-0.227
3.701,-0.229
3.702,-0.219
3.703,-0.206
3.704,-0.196
3.705,-0.22
3.706,-0.233
3.707,-0.21
3.708,-0.203
3.709,-0.236
3.71,-0.242
3.711,-0.225
3.712,-0.223
3.713,-0.235
3.714,-0.247
3.715,-0.252
3.716,-0.251
3.717,-0.217
3.718,-0.22
3.719,-0.237
3.72,-0.224
3.721,-0.237
3.722,-0.252
3.723,-0.233
3.724,-0.213
3.725,-0.212
3.726,-0.23
3.727,-0.236
3.728,-0.237
3.729,-0.254
3.73,-0.241
3.731,-0.22
3.732,-0.231
3.733,-0.244
3.734,-0.248
3.735,-0.242
3.736,-0.234
3.737,-0.242
3.738,-0.237
3.739,-0.209
3.74,-0.216
3.741,-0.23
3.742,-0.228
3.743,-0.229
3.744,-0.234
3.745,-0.226
3.746,-0.225
3.747,-0.234
3.748,-0.229
3.749,-0.24
3.75,-0.235
3.751,-0.224
3.752,-0.234
3.753,-0.231
3.754,-0.229
3.755,-0.224
3.756,-0.221
3.757,-0.227
3.758,-0.234
3.759,-0.231
3.76,-0.224
3.761,-0.218
3.762,-0.184
3.763,-0.181
3.764,-0.213
3.765,-0.21
3.766,-0.213
3.767,-0.214
3.768,-0.206
3.769,-0.216
3.77,-0.217
3.771,-0.228
3.772,-0.235
3.773,-0.228
3.774,-0.224
3.775,-0.22
3.776,-0.214
3.777,-0.206
3.778,-0.199
3.779,-0.208
3.78,-0.203
3.781,-0.2
3.782,-0.194
3.783,-0.169
3.784,-0.169
3.785,-0.157
3.786,-0.183
3.787,-0.213
3.788,-0.195
3.789,-0.174
3.79,-0.167
3.791,-0.168
3.792,-0.171
3.793,-0.165
3.794,-0.167
3.795,-0.168
3.796,-0.123
3.797,-0.134
3.798,-0.148
3.799,-0.133
3.8,-0.132
3.801,-0.115
3.802,-0.106
3.803,-0.1
3.804,-0.095
3.805,-0.098
3.806,-0.113
3.807,-0.122
3.808,-0.111
3.809,-0.107
3.81,-0.11
3.811,-0.093
3.812,-0.097
3.813,-0.105
3.814,-0.099
3.815,-0.096
3.816,-0.083
3.817,-0.07
3.818,-0.053
3.819,-0.058
3.82,-0.07
3.821,-0.059
3.822,-0.068
3.823,-0.083
3.824,-0.071
3.825,-0.057
3.826,-0.045
3.827,-0.052
3.828,-0.065
3.829,-0.053
3.83,-0.04
3.831,-0.054
3.832,-0.066
3.833,-0.025
3.834,-0.019
3.835,-0.047
3.836,-0.044
3.837,-0.042
3.838,-0.034
3.839,-0.013
3.84,-0.002
3.841,-0.007
3.842,-0.006
3.843,-0.002
3.844,-0.005
3.845,-0.005
3.846,-0.02
3.847,-0.015
3.848,-0.015
3.849,-0.043
3.85,-0.012
3.851,0.021
3.852,-0.013
3.853,-0.032
3.854,-0.018
3.855,-0.021
3.856,-0.013
3.857,0.005
3.858,-0.024
3.859,-0.033
3.86,-0.011
3.861,-0.01
3.862,0.017
3.863,0.021
3.864,0.009
3.865,0.012
3.866,0.004
3.867,0.002
3.868,-0.006
3.869,-0.009
3.87,-0.008
3.871,-0.017
3.872,-0.018
3.873,-0.022
3.874,-0.015
3.875,-0.013
3.876,-0.017
3.877,-0.013
3.878,-0.017
3.879,-0.025
3.88,-0.019
3.881,-0.004
3.882,-0.033
3.883,-0.034
3.884,0.017
3.885,0.021
3.886,-0.018
3.887,-0.043
3.888,-0.038
3.889,-0.067
3.89,-0.058
3.891,-0.011
3.892,-0.034
3.893,-0.059
3.894,-0.041
3.895,-0.029
3.896,-0.029
3.897,-0.035
3.898,-0.036
3.899,-0.035
3.9,-0.037
3.901,-0.037
3.902,-0.02
3.903,-0.022
3.904,-0.062
3.905,-0.061
3.906,-0.059
3.907,-0.064
3.908,-0.057
3.909,-0.084
3.91,-0.113
3.911,-0.087
3.912,-0.062
3.913,-0.078
3.914,-0.082
3.915,-0.089
3.916,-0.091
3.917,-0.086
3.918,-0.073
3.919,-0.066
3.92,-0.07
3.921,-0.072
3.922,-0.082
3.923,-0.08
3.924,-0.08
3.925,-0.087
3.926,-0.11
3.927,-0.096
3.928,-0.096
3.929,-0.118
3.93,-0.101
3.931,-0.101
3.932,-0.105
3.933,-0.092
3.934,-0.091
3.935,-0.079
3.936,-0.102
3.937,-0.136
3.938,-0.115
3.939,-0.119
3.94,-0.117
3.941,-0.118
3.942,-0.12
3.943,-0.116
3.944,-0.115
3.945,-0.102
3.946,-0.116
3.947,-0.111
3.948,-0.09
3.949,-0.117
3.95,-0.127
3.951,-0.117
3.952,-0.138
3.953,-0.126
3.954,-0.111
3.955,-0.121
3.956,-0.119
3.957,-0.119
3.958,-0.121
3.959,-0.115
3.96,-0.115
3.961,-0.113
3.962,-0.117
3.963,-0.122
3.964,-0.111
3.965,-0.103
3.966,-0.106
3.967,-0.103
3.968,-0.106
3.969,-0.143
3.97,-0.147
3.971,-0.133
3.972,-0.137
3.973,-0.135
3.974,-0.143
3.975,-0.145
3.976,-0.147
3.977,-0.141
3.978,-0.131
3.979,-0.126
3.98,-0.123
3.981,-0.133
3.982,-0.133
3.983,-0.141
3.984,-0.135
3.985,-0.135
3.986,-0.167
3.987,-0.178
3.988,-0.152
3.989,-0.141
3.99,-0.177
3.991,-0.181
3.992,-0.158
3.993,-0.171
3.994,-0.165
3.995,-0.15
3.996,-0.153
3.997,-0.146
3.998,-0.153
3.999,-0.156
4,-0.144
4.001,-0.124
4.002,-0.131
4.003,-0.158
4.004,-0.168
4.005,-0.155
4.006,-0.135
4.007,-0.143
4.008,-0.152
4.009,-0.167
4.01,-0.185
4.011,-0.179
4.012,-0.171
4.013,-0.164
4.014,-0.162
4.015,-0.162
4.016,-0.16
4.017,-0.163
4.018,-0.158
4.019,-0.152
4.02,-0.149
4.021,-0.147
4.022,-0.147
4.023,-0.143
4.024,-0.136
4.025,-0.131
4.026,-0.146
4.027,-0.152
4.028,-0.148
4.029,-0.15
4.03,-0.157
4.031,-0.158
4.032,-0.16
4.033,-0.158
4.034,-0.147
4.035,-0.143
4.036,-0.141
4.037,-0.147
4.038,-0.159
4.039,-0.152
4.04,-0.141
4.041,-0.14
4.042,-0.144
4.043,-0.15
4.044,-0.148
4.045,-0.149
4.046,-0.16
4.047,-0.153
4.048,-0.125
4.049,-0.134
4.05,-0.165
4.051,-0.17
4.052,-0.161
4.053,-0.142
4.054,-0.147
4.055,-0.16
4.056,-0.151
4.057,-0.143
4.058,-0.152
4.059,-0.138
4.06,-0.106
4.061,-0.141
4.062,-0.151
4.063,-0.147
4.064,-0.169
4.065,-0.161
4.066,-0.143
4.067,-0.128
4.068,-0.144
4.069,-0.149
4.07,-0.15
4.071,-0.154
4.072,-0.145
4.073,-0.157
4.074,-0.158
4.075,-0.147
4.076,-0.142
4.077,-0.167
4.078,-0.167
4.079,-0.139
4.08,-0.132
4.081,-0.133
4.082,-0.138
4.083,-0.146
4.084,-0.145
4.085,-0.139
4.086,-0.152
4.087,-0.158
4.088,-0.182
4.089,-0.149
4.09,-0.115
4.091,-0.152
4.092,-0.166
4.093,-0.157
4.094,-0.151
4.095,-0.161
4.096,-0.161
4.097,-0.143
4.098,-0.12
4.099,-0.136
4.1,-0.172
4.101,-0.162
4.102,-0.13
4.103,-0.103
4.104,-0.109
4.105,-0.152
4.106,-0.173
4.107,-0.163
4.108,-0.131
4.109,-0.12
4.11,-0.144
4.111,-0.154
4.112,-0.158
4.113,-0.144
4.114,-0.146
4.115,-0.151
4.116,-0.149
4.117,-0.145
4.118,-0.13
4.119,-0.139
4.12,-0.135
4.121,-0.12
4.122,-0.113
4.123,-0.114
4.124,-0.111
4.125,-0.107
4.126,-0.117
4.127,-0.127
4.128,-0.151
4.129,-0.153
4.13,-0.133
4.131,-0.129
4.132,-0.143
4.133,-0.137
4.134,-0.117
4.135,-0.117
4.136,-0.119
4.137,-0.119
4.138,-0.112
4.139,-0.105
4.14,-0.101
4.141,-0.093
4.142,-0.103
4.143,-0.11
4.144,-0.099
4.145,-0.091
4.146,-0.091
4.147,-0.117
4.148,-0.131
4.149,-0.135
4.15,-0.126
4.151,-0.119
4.152,-0.148
4.153,-0.151
4.154,-0.147
4.155,-0.124
4.156,-0.107
4.157,-0.113
4.158,-0.099
4.159,-0.092
4.16,-0.104
4.161,-0.126
4.162,-0.09
4.163,-0.056
4.164,-0.082
4.165,-0.087
4.166,-0.091
4.167,-0.054
4.168,-0.062
4.169,-0.087
4.17,-0.051
4.171,-0.065
4.172,-0.068
4.173,-0.071
4.174,-0.062
4.175,-0.047
4.176,-0.051
4.177,-0.043
4.178,-0.041
4.179,-0.037
4.18,-0.034
4.181,-0.05
4.182,-0.045
4.183,-0.028
4.184,-0.037
4.185,-0.043
4.186,-0.061
4.187,-0.074
4.188,-0.084
4.189,-0.059
4.19,-0.054
4.191,-0.074
4.192,-0.079
4.193,-0.095
4.194,-0.076
4.195,-0.073
4.196,-0.072
4.197,-0.063
4.198,-0.057
4.199,-0.046
4.2,-0.059
4.201,-0.057
4.202,-0.036
4.203,-0.045
4.204,-0.053
4.205,-0.043
4.206,-0.052
4.207,-0.061
4.208,-0.071
4.209,-0.086
4.21,-0.092
4.211,-0.102
4.212,-0.117
4.213,-0.116
4.214,-0.102
4.215,-0.105
4.216,-0.112
4.217,-0.118
4.218,-0.12
4.219,-0.118
4.22,-0.13
4.221,-0.127
4.222,-0.11
4.223,-0.112
4.224,-0.124
4.225,-0.114
4.226,-0.114
4.227,-0.124
4.228,-0.126
4.229,-0.117
4.23,-0.11
4.231,-0.137
4.232,-0.17
4.233,-0.172
4.234,-0.16
4.235,-0.154
4.236,-0.158
4.237,-0.183
4.238,-0.184
4.239,-0.152
4.24,-0.14
4.241,-0.137
4.242,-0.133
4.243,-0.156
4.244,-0.153
4.245,-0.121
4.246,-0.118
4.247,-0.14
4.248,-0.167
4.249,-0.164
4.25,-0.148
4.251,-0.143
4.252,-0.154
4.253,-0.155
4.254,-0.128
4.255,-0.154
4.256,-0.167
4.257,-0.15
4.258,-0.155
4.259,-0.141
4.26,-0.133
4.261,-0.143
4.262,-0.133
4.263,-0.112
4.264,-0.12
4.265,-0.121
4.266,-0.158
4.267,-0.162
4.268,-0.138
4.269,-0.159
4.27,-0.16
4.271,-0.151
4.272,-0.149
4.273,-0.145
4.274,-0.153
4.275,-0.172
4.276,-0.16
4.277,-0.158
4.278,-0.152
4.279,-0.133
4.28,-0.138
4.281,-0.141
4.282,-0.144
4.283,-0.158
4.284,-0.167
4.285,-0.167
4.286,-0.183
4.287,-0.199
4.288,-0.215
4.289,-0.241
4.29,-0.253
4.291,-0.28
4.292,-0.291
4.293,-0.297
4.294,-0.314
4.295,-0.337
4.296,-0.35
4.297,-0.359
4.298,-0.392
4.299,-0.339
4.3,-0.276
4.301,-0.283
4.302,-0.29
4.303,-0.272
4.304,-0.245
4.305,-0.233
4.306,-0.211
4.307,-0.183
4.308,-0.144
4.309,-0.116
4.31,-0.107
4.311,-0.073
4.312,-0.009
4.313,0.033
4.314,0.064
4.315,0.133
4.316,0.189
4.317,0.242
4.318,0.295
4.319,0.331
4.32,0.342
4.321,0.343
4.322,0.386
4.323,0.379
4.324,0.349
4.325,0.365
4.326,0.38
4.327,0.366
4.328,0.36
4.329,0.34
4.33,0.302
4.331,0.273
4.332,0.21
4.333,0.177
4.334,0.169
4.335,0.158
4.336,0.172
4.337,0.183
4.338,0.19
4.339,0.198
4.34,0.186
4.341,0.159
4.342,0.138
4.343,0.126
4.344,0.122
4.345,0.109
4.346,0.086
4.347,0.058
4.348,0.021
4.349,-0.004
4.35,-0.027
4.351,-0.04
4.352,-0.045
4.353,-0.061
4.354,-0.093
4.355,-0.107
4.356,-0.111
4.357,-0.144
4.358,-0.17
4.359,-0.203
4.36,-0.222
4.361,-0.235
4.362,-0.263
4.363,-0.28
4.364,-0.299
4.365,-0.323
4.366,-0.356
4.367,-0.373
4.368,-0.4
4.369,-0.425
4.37,-0.447
4.371,-0.486
4.372,-0.483
4.373,-0.468
4.374,-0.499
4.375,-0.525
4.376,-0.524
4.377,-0.533
4.378,-0.529
4.379,-0.54
4.38,-0.556
4.381,-0.559
4.382,-0.566
4.383,-0.565
4.384,-0.584
4.385,-0.607
4.386,-0.619
4.387,-0.609
4.388,-0.579
4.389,-0.564
4.39,-0.571
4.391,-0.57
4.392,-0.554
4.393,-0.527
4.394,-0.472
4.395,-0.453
4.396,-0.475
4.397,-0.489
4.398,-0.46
4.399,-0.405
4.4,-0.385
4.401,-0.377
4.402,-0.357
4.403,-0.339
4.404,-0.333
4.405,-0.321
4.406,-0.316
4.407,-0.31
4.408,-0.296
4.409,-0.287
4.41,-0.273
4.411,-0.266
4.412,-0.252
4.413,-0.237
4.414,-0.238
4.415,-0.235
4.416,-0.231
4.417,-0.224
4.418,-0.217
4.419,-0.206
4.42,-0.211
4.421,-0.209
4.422,-0.194
4.423,-0.196
4.424,-0.191
4.425,-0.2
4.426,-0.209
4.427,-0.211
4.428,-0.23
4.429,-0.214
4.43,-0.193
4.431,-0.191
4.432,-0.204
4.433,-0.202
4.434,-0.185
4.435,-0.192
4.436,-0.205
4.437,-0.195
4.438,-0.164
4.439,-0.18
4.44,-0.197
4.441,-0.189
4.442,-0.189
4.443,-0.193
4.444,-0.208
4.445,-0.189
4.446,-0.166
4.447,-0.188
4.448,-0.193
4.449,-0.198
4.45,-0.211
4.451,-0.206
4.452,-0.209
4.453,-0.196
4.454,-0.195
4.455,-0.198
4.456,-0.2
4.457,-0.184
4.458,-0.194
4.459,-0.238
4.46,-0.212
4.461,-0.188
4.462,-0.186
4.463,-0.176
4.464,-0.173
4.465,-0.194
4.466,-0.212
4.467,-0.196
4.468,-0.182
4.469,-0.191
4.47,-0.196
4.471,-0.207
4.472,-0.22
4.473,-0.198
4.474,-0.177
4.475,-0.186
4.476,-0.194
4.477,-0.185
4.478,-0.189
4.479,-0.2
4.48,-0.182
4.481,-0.172
4.482,-0.191
4.483,-0.199
4.484,-0.182
4.485,-0.175
4.486,-0.176
4.487,-0.188
4.488,-0.21
4.489,-0.201
4.49,-0.164
4.491,-0.178
4.492,-0.213
4.493,-0.177
4.494,-0.181
4.495,-0.199
4.496,-0.165
4.497,-0.175
4.498,-0.173
4.499,-0.176
4.5,-0.193
4.501,-0.172
4.502,-0.172
4.503,-0.168
4.504,-0.17
4.505,-0.188
4.506,-0.184
4.507,-0.189
4.508,-0.188
4.509,-0.189
4.51,-0.191
4.511,-0.19
4.512,-0.18
4.513,-0.162
4.514,-0.163
4.515,-0.167
4.516,-0.158
4.517,-0.163
4.518,-0.155
4.519,-0.14
4.52,-0.137
4.521,-0.116
4.522,-0.117
4.523,-0.124
4.524,-0.089
4.525,-0.107
4.526,-0.148
4.527,-0.141
4.528,-0.123
4.529,-0.121
4.53,-0.12
4.531,-0.11
4.532,-0.121
4.533,-0.13
4.534,-0.124
4.535,-0.121
4.536,-0.123
4.537,-0.147
4.538,-0.138
4.539,-0.092
4.54,-0.102
4.541,-0.091
4.542,-0.06
4.543,-0.073
4.544,-0.069
4.545,-0.064
4.546,-0.084
4.547,-0.08
4.548,-0.071
4.549,-0.086
4.55,-0.066
4.551,-0.057
4.552,-0.061
4.553,-0.051
4.554,-0.056
4.555,-0.053
4.556,-0.04
4.557,-0.022
4.558,-0.03
4.559,-0.037
4.56,-0.021
4.561,-0.024
4.562,-0.037
4.563,-0.018
4.564,-0.001
4.565,-0.012
4.566,-0.02
4.567,-0.025
4.568,-0.017
4.569,-0.009
4.57,-0.013
4.571,-0.018
4.572,-0.02
4.573,-0.013
4.574,-0.019
4.575,0.001
4.576,0.007
4.577,0.001
4.578,0.004
4.579,0.001
4.58,0.011
4.581,0.015
4.582,0.021
4.583,0.015
4.584,0.021
4.585,0.018
4.586,-0.002
4.587,0.009
4.588,0.019
4.589,0.015
4.59,0.011
4.591,0.021
4.592,0.019
4.593,0.019
4.594,0.026
4.595,0.004
4.596,0.021
4.597,0.05
4.598,0.046
4.599,0.031
4.6,0.02
4.601,0.02
4.602,0.038
4.603,0.08
4.604,0.052
4.605,0.026
4.606,0.042
4.607,0.035
4.608,0.041
4.609,0.031
4.61,0.003
4.611,0.018
4.612,0.035
4.613,0.035
4.614,0.051
4.615,0.021
4.616,0.002
4.617,0.026
4.618,0.027
4.619,0.028
4.62,0.025
4.621,0.032
4.622,0.058
4.623,0.034
4.624,0.025
4.625,0.027
4.626,0.01
4.627,0.014
4.628,0.006
4.629,0.004
4.63,0.004
4.631,-0.004
4.632,-0.003
4.633,0.012
4.634,0.013
4.635,0.012
4.636,0.015
4.637,0.006
4.638,0.004
4.639,0.004
4.64,0.008
4.641,0.021
4.642,0.013
4.643,0.004
4.644,0.004
4.645,-0.013
4.646,-0.002
4.647,-0.007
4.648,-0.023
4.649,-0.013
4.65,-0.011
4.651,-0.019
4.652,-0.013
4.653,-0.004
4.654,-0.015
4.655,-0.009
4.656,-0.019
4.657,-0.018
4.658,-0.006
4.659,-0.017
4.66,-0.025
4.661,-0.035
4.662,-0.021
4.663,-0.014
4.664,-0.018
4.665,-0.013
4.666,-0.022
4.667,-0.033
4.668,-0.041
4.669,-0.04
4.67,-0.028
4.671,-0.035
4.672,-0.043
4.673,-0.035
4.674,-0.029
4.675,-0.035
4.676,-0.047
4.677,-0.059
4.678,-0.045
4.679,-0.029
4.68,-0.056
4.681,-0.066
4.682,-0.054
4.683,-0.059
4.684,-0.057
4.685,-0.048
4.686,-0.041
4.687,-0.06
4.688,-0.07
4.689,-0.077
4.69,-0.082
4.691,-0.073
4.692,-0.085
4.693,-0.067
4.694,-0.067
4.695,-0.058
4.696,-0.033
4.697,-0.057
4.698,-0.074
4.699,-0.092
4.7,-0.103
4.701,-0.1
4.702,-0.095
4.703,-0.102
4.704,-0.113
4.705,-0.079
4.706,-0.069
4.707,-0.082
4.708,-0.098
4.709,-0.102
4.71,-0.083
4.711,-0.097
4.712,-0.101
4.713,-0.101
4.714,-0.115
4.715,-0.108
4.716,-0.092
4.717,-0.089
4.718,-0.084
4.719,-0.08
4.72,-0.09
4.721,-0.086
4.722,-0.076
